id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,label
0,26.42501550965094,7.946837475581313,13.551515933016859,264.1160632197507,-243.02695527430694,7.652302658342968,-24989.278302543662,18.304668951648782,27.813309500198567,12.595862643070582,14.859124707426904,12.487035776671252,1
1,3.49958936135867,-9999.275324434211,0.9116340861180448,-98.9680153778056,9.21044622110783,-0.6155765011251764,-1.1405770882737514,1.5514326567761798,0.7001219915521887,0.9175635093967967,103.22221300317403,0.8862785720639614,1
2,-0.030234248191682855,-9999.940034263122,0.795157742279464,-99.71109389518611,9.815005901623339,0.9264327952381894,3.231935835606835,1.4615947900254054,2.5536882216418126,0.45872852931284336,99.18061414774314,1.2703105632861895,1
3,1.9576090645198243,-10000.93926437345,-1.1401719214876769,-99.39269594408125,8.958215141604825,1.1109320461332781,0.5852226438544432,0.42337593261510964,0.41584063147102523,1.0813527224819413,101.67592577992875,1.6395482416201388,1
4,0.7725044913789119,-10000.091461510334,1.3180378734662614,-98.1806262588344,8.282400498021918,2.190799532756465,0.15767609462554022,1.4193326040226388,0.5662308204286561,-1.1249467125542276,101.2029934334365,0.5779731755136965,2
5,11.84760171653916,16.6405279478255,7.7767146915508185,262.43031606119894,-239.74608999753036,9.965711499133631,-24991.491840533738,10.979372098985905,37.91863976045724,12.068964394434808,12.400424032717625,14.127402658478998,1
6,20.408951465161643,9.488278247269841,9.730525996093853,262.5062337039205,-243.59086063032007,9.856218772535234,-24990.285646399494,13.490810307019515,32.590639886939286,11.581188022122078,12.543308608158888,11.920783946945264,1
7,11.379160603748083,17.628773259014007,6.832316714797704,260.7536314549312,-239.66732603777655,11.642484408711397,-24990.31936132156,11.302882648787165,36.7100566355457,12.003621277389813,16.702857890186426,7.747146908259886,1
8,13.700072340466791,15.146472940905653,16.739574424688005,260.8915632593264,-239.55759181197666,11.94124690171368,-24990.487762834786,14.957619313557691,33.84163426810324,11.696329007869643,10.80125085920791,13.357190761740183,1
9,10.053654399991455,16.58734381979646,12.370782903818267,254.4132904192378,-240.7467105065901,16.893773984474294,-24987.301739756957,7.887471228625742,34.05481962038878,13.49870817806213,13.601421453193119,12.815429846373682,3
10,-0.4432539639779782,-10002.497499280724,-0.2936497579043261,-98.20408073916981,14.794448167797722,-0.2181912588696988,2.091240843183388,2.3439296726166887,4.501973435868955,-0.3863332355657685,100.53538881884761,-1.7275964714977594,4
11,-7.17276409598696,-6.52818265242035,-9.111012329197653,-7.352042091145517,-5.671830138571356,-9.613572318551267,-3.8707214257814724,-10.685301049235614,5.675157808757355,-15007.85354113147,-160.68688203147946,143.72763630193015,1
12,0.04855541329038737,-9998.998164001827,1.9471026130852165,-100.97297269294843,11.032159665077295,0.08389445314053401,2.2134804748771555,0.005519571892582675,1.430799456954028,1.1782729901574716,98.18782786531249,0.21888256679928864,1
13,-6.901220910740474,-6.904741788126177,-8.357722277843486,-6.096483555131014,-7.6115615197264574,-10.344536746383678,-4.624223002422668,-9.386046776484513,0.7900014879520265,-15009.918836915062,-152.12871073199756,132.78960582268803,1
14,1.054863620705758,-10000.662235206359,2.152171649061042,-99.6168950858872,7.657464581891665,1.0653254944046362,1.5302922274358592,1.3405498788084143,1.5336090740410402,0.5317266827651094,101.23855498407382,1.104198281853677,2
15,-6.448784971360602,-6.079642957367703,-8.336123476435581,-7.204159903718702,-4.439986961840887,-6.680866748292871,-7.439100663245405,-10.463370084160719,5.428495544774678,-15009.077410173624,-158.37490179041663,140.95773713487108,2
16,9.911247136044635,13.809328769625886,12.832401484733772,253.777564098283,-235.77924600321904,16.25717035225086,-24989.336464834265,12.514273988740046,30.112095321456138,15.48581932567987,16.360920690209984,16.29150890005168,2
17,14.98549776943439,8.293250734762815,11.487034413464945,257.77496512947386,-238.09865258235763,11.435334698485299,-24986.166135308413,10.19925960418851,31.633418454206538,11.718781549565684,12.945594684033438,10.99934501841852,0
18,9.269492681588307,13.344247846374886,11.910840025030327,259.6231311975496,-236.32114106583452,10.922047282932985,-24990.232809279376,9.996658369438002,36.493192833453406,15.395251728587969,17.74747203531899,9.193743678347248,3
19,14.614750649297896,14.767580011919577,15.38552356422243,257.59784443308405,-244.6613052662405,14.427858134165078,-24990.409314121454,10.149672892848326,36.88868279212767,5.595455911060553,13.825072040141151,12.400964202106685,1
20,-6.593733776702506,-9.283025927670751,-6.095468771323696,-4.257273088293381,-5.09864446124976,-7.0690176114674825,-10.817052669158464,-2.602614822430094,12.731568292445159,-15007.739685328928,-161.6557344341375,145.42108486217828,3
21,1.8550299145782478,-9999.321597270484,2.0517535794409367,-99.57572196621219,9.408608855603509,2.3142928289729294,1.0867317443936875,1.9741733842688605,1.198108852206083,1.122690659191072,101.29394814440738,1.4113594142264232,2
22,18.67497475695035,12.714086423611246,11.373643359940749,267.7039956190805,-246.31723968541183,6.7377242072923575,-24985.092643276916,10.821682842011693,40.03312318738456,15.908455079333947,11.482251611887772,14.98464769314464,1
23,6.417823871408617,14.737102549512587,12.429436451306513,261.0606264120324,-240.79067355903192,11.89692833726648,-24991.89942053083,5.816073349474305,42.796714064256946,11.584852727578479,12.37907485723957,13.901398697395477,1
24,-0.6356668227611051,-10000.44911388683,0.9409026627770379,-101.94225087013032,12.081090403128938,-0.42710787967709263,1.0324565079521266,0.23905645709313172,2.542928636229083,1.4178768451899173,96.63149608954637,-0.6407871698961591,1
25,4.005099273161403,-9998.487558296036,0.8521193836283676,-99.89442156144241,9.837442770839797,1.2982358162246126,1.6381631366589686,0.8849787416694456,0.5522874968154408,2.4081609058347397,103.13239955050207,1.6112174085490687,1
26,19.885665568888694,14.896477660130001,13.372919766255434,263.6573771990485,-240.79919561534211,8.80375246202892,-24986.593542558807,17.197274512499263,31.509299225532388,16.13402140876923,12.048237794181777,14.60428504870495,1
