id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
0,-3.2297215025824415,-8.120575287566252,-1.8642748567398084,-9.26357935759266,-7.691684127727827,-7.066229042665254,-6.10113769302484,-11.074717055141551,5.177427007174944,-15008.375018340657,-165.33181412110758,144.51815488322703
1,1.7727142351682934,-9998.588862972612,1.6580031617373643,-100.70801667267465,9.003848720381821,1.5510445595741496,1.6816715797985755,0.8994654340826631,0.17527938487970418,1.5215452894981991,100.9049897331926,0.35462907550737666
2,3.111093767742627,-10001.605101330037,-0.10550829615901053,-97.66049468554287,7.768296255813635,2.56356198923994,-0.5262059366041242,1.1706993508369643,-3.1766645555393946,-1.3022678661445137,99.84525868462106,0.941062628898407
3,2.438602408188113,-10000.887793789441,2.624041040664361,-101.8684651557483,9.28287912509859,0.5539659208948146,-0.8014097476135942,1.6777302216783445,0.2936572759114052,4.3638826244382285,101.14299204757552,3.1246970722129115
4,19.123348206500914,7.457057591955477,11.802983188574085,255.06211884869532,-242.6882938745694,15.434645124146286,-24990.16698531391,11.646681435959017,27.698263732068256,10.166280307182685,15.285203946223874,9.389478108540638
5,6.309594498533029,14.814268480515665,11.386522914114177,250.754211269268,-235.31744284374702,16.614047729449535,-24988.618814310907,3.6835255041917025,33.193430820220165,12.549423496471174,15.504476962982602,13.47548855695393
6,14.13522966990865,10.915734891642563,13.20016851221898,264.14862309265624,-243.0424793644184,10.568400977743362,-24987.68081972585,13.561949682349951,38.00626765297501,12.14815234102006,10.565437445097912,10.487585041496178
7,2.6222709458332574,-9999.197616463296,1.5450012310624828,-100.06963213100944,9.631320683029788,1.7945433943563578,1.3533593482458217,1.7242621955749078,1.8717480282399985,0.31151363316879066,101.62113758021403,-1.5262079124091446
8,22.277849137516515,13.828397128924056,12.974076313148316,264.2225935368292,-240.62454495478036,8.057868068887133,-24989.8912248485,19.21078882863384,29.529127698928438,16.22484680351943,14.139827342861466,16.168673744592784
9,-7.092418813548423,-8.008377948264398,-10.430930601983881,-7.499936976143621,-7.607423863538509,-9.548298518079566,-4.08071993489286,-6.626345581006108,3.9665683569064054,-15008.776162396909,-162.0118135867586,142.74004093647002
10,-4.6712836616267515,-8.725161960318259,-8.711058515958065,-9.64251113632428,-6.082952304423449,-0.9426839309313957,-15.193508967491978,-6.167572016694988,6.390952544111113,-15007.95680912478,-156.4571812959648,137.4989645998416
11,-6.753328191480446,-6.603120214809387,-6.4658914936005525,-5.906261543252468,-6.131263610179918,-4.168816027359382,-9.739263831547367,-9.66141830286617,2.7367252099585637,-15008.317077924936,-156.6036511932965,137.26589289105436
12,13.228633598211326,11.340522713018242,15.444043763757819,264.9337317153066,-240.22260403524766,7.838184628580818,-24987.895003649777,11.62369590421081,38.96913294641648,13.157981482968367,10.743836459041056,14.492375710946545
13,11.155367852222463,15.297321941082703,11.501603684456436,260.0903487115769,-241.3879971325798,12.870974776473265,-24988.06261209963,10.897009736144248,36.59287006739869,8.129591766132323,12.411848209902212,12.347055145748458
14,1.6744528277200499,-9998.170766261263,1.3347593819767265,-97.78240886722354,8.38884346717748,-0.40058741918718055,1.340914263778012,0.07420404832789207,1.7724845122367343,-2.821581799938186,102.0448822712659,-2.569483676323316
15,2.4713435803822734,-10000.958969671265,1.339593477009635,-100.99993921371212,9.524365971830603,-0.010624255296992846,1.7882841127464264,1.6069263233149231,2.862709405108273,1.2357153736894955,101.176874088863,-1.2627303595196553
16,10.540447443095415,17.519645451686312,13.272522535761537,259.4808317622973,-236.5583996001831,10.987684097425262,-24992.37404878276,10.771271238568234,35.30590078705382,15.30128206045142,13.86899955569811,9.510333201238883
17,7.488879643556279,12.717710551128146,11.147657711183523,253.81324338931233,-234.99636205142096,14.898381212710516,-24988.955649056283,7.744580839867801,33.28279773680662,12.801961584618656,12.887461175739862,14.397897521844943
18,26.30414394688854,10.492238585023294,13.439500716372185,264.4003122321005,-242.02726091099237,7.503053902175841,-24989.17885665899,20.017140853133434,27.132386805751075,9.813091477840633,11.934336205433194,10.58099815544541
19,16.424761740751258,13.660299053984044,8.875884783419112,260.3499008504914,-243.17197629330477,12.082521250157212,-24988.45253490575,11.141956146652369,34.25853255626357,13.09252101600059,11.42590920416591,10.664782727151747
20,11.673743123482268,11.573573142717725,16.21857221294939,264.5952778687605,-236.2049016679977,7.348453436986548,-24993.383053477817,14.358648631634907,37.28269261481687,9.764889173987104,11.379516150733636,14.513486366233261
21,-0.9873267768161933,-10000.093833894978,1.754790019370498,-100.61975851526789,10.52468020537096,0.7753433759886719,-0.22475835548279366,2.8315471275281867,-0.35431200501314875,0.8585487150791961,97.55870651983652,1.0629410068039333
